# M_star [M_sun], T_star [K], M_disk [M_sun], alpha, R [au], T_disk [K], Sigma_gas [g/cm^2], eps, afrag [cm], OmegaK [1/s], tgr [s]
4.000000000000000083e-02,2.731000000000000000e+03,2.000000000000000042e-03,8.241356974091817653e-04,8.089443244465753802e-01,1.688585150097712244e+02,3.274217401174400077e+00,9.987447708592691598e-01,8.478084776923272559e-02,5.472928142906484399e-08,1.829471866936331987e+07
2.999999999999999889e-01,3.460000000000000000e+03,1.499999999999999944e-02,5.833231301817769915e-04,1.748175583283297030e+01,8.399253326800901220e+01,1.521816617831082352e+00,6.883291033928553258e-03,1.158534312627426260e-01,1.491937915430347162e-09,9.737626588217945862e+10
5.000000000000000278e-02,2.761000000000000000e+03,2.500000000000000486e-03,6.102087063409073961e-03,1.070445012569651411e+01,5.136239913195790052e+01,4.148077966987104848e-01,2.703971994250886808e-03,4.751469799399008279e-03,1.271177381030954345e-09,2.909321083544680176e+11
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,7.165186456141557506e-04,1.470625604895961835e+00,4.678051714116961080e+02,5.880355218255491678e+01,1.052387760315417198e-01,6.297475495454960548e-01,1.222939963597986403e-07,7.769965211541074514e+07
9.000000000000000222e-01,4.315000000000000000e+03,4.500000000000000527e-02,2.993559986378004469e-04,1.172803849078727545e+01,1.478307094737782847e+02,6.833584844361249466e+00,1.036619260073269686e-03,5.814664022321379688e-01,4.702739037440566390e-09,2.051303148646986389e+11
5.999999999999999778e-01,3.988000000000000000e+03,2.999999999999999889e-02,2.600754461144915482e-03,4.372410166801875775e+00,2.077705756839065714e+02,1.135463558258921957e+01,2.579292439696104222e-01,7.539357973233089261e-02,1.686793741329120339e-08,2.298462560237999558e+08
5.999999999999999778e-01,3.988000000000000000e+03,2.999999999999999889e-02,1.911918121721587697e-04,5.009492992914673648e-01,6.138284721752537507e+02,7.396716673094958594e+01,6.729799580804236804e-04,2.275382280641186750e+00,4.349633490744976568e-07,3.416215079047605038e+09
4.000000000000000222e-01,3.672000000000000000e+03,2.000000000000000389e-02,7.587095296614909798e-05,1.927101967519540882e+00,2.773464863651818746e+02,1.551999779306479965e+01,1.759527906891940763e-04,3.655312561635466473e+00,4.706961568544945846e-08,1.207433408767487640e+11
9.000000000000000222e-01,4.315000000000000000e+03,4.500000000000000527e-02,2.666628546666685324e-03,4.606420579180905150e+01,7.459820042059196510e+01,1.403362382648760676e+00,1.089752674767825551e-02,2.536101807307738348e-02,6.041483198467888721e-10,1.518897559523164673e+11
5.000000000000000000e-01,3.849000000000000000e+03,2.500000000000000139e-02,1.865088965536928827e-03,1.832552220704581680e+00,3.039899468618056630e+02,2.026324676632232524e+01,3.934357215213243331e-01,1.282279615676529816e-01,5.675030007798149102e-08,4.478762663228087872e+07
2.000000000000000042e-02,2.594000000000000000e+03,1.000000000000000021e-03,8.094488689363913553e-03,6.650241628668029925e-01,1.490297191860981059e+02,1.935714292557932703e+00,9.332348462055491166e-04,5.755965701451458590e-03,5.191902869115729775e-08,2.063870741760179138e+10
4.000000000000000222e-01,3.672000000000000000e+03,2.000000000000000389e-02,1.754968939511278325e-04,8.182060416983486517e-01,4.256410680107671851e+02,3.242470382330984791e+01,4.512512493012816109e-03,1.582473697007463098e+00,1.701389199462820572e-07,1.302500537475009918e+09
7.499999999999998335e-02,2.835000000000000000e+03,3.749999999999999861e-03,1.344059034972114710e-03,4.266412154843902016e+00,9.228225265503756702e+01,1.450673563805887190e+00,1.795094677074296702e-03,4.219559240159467817e-02,6.187341953731825394e-09,9.003440983924095154e+10
2.999999999999999889e-01,3.460000000000000000e+03,1.499999999999999944e-02,1.861429342343206357e-04,1.087087346203733240e+01,1.065093181430295175e+02,2.452075401168528401e+00,6.973468486903983132e-01,6.748338919761323051e-01,3.042507556135472934e-09,4.713239317198100090e+08
6.999999999999999556e-01,4.111000000000000000e+03,3.500000000000000333e-02,1.586961077577557619e-04,6.840597427264957231e-01,5.556262157473494199e+02,6.613526971502483320e+01,4.910507243451499998e-02,2.721628366456169790e+00,2.944256685450045884e-07,6.916684628258652985e+07
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,2.193035778399671297e-04,2.521004108257380238e+01,1.129889421203477582e+02,4.071326892657759267e+00,2.114484417969328053e-02,7.141072097037555189e-01,1.723050443281419758e-09,2.744716663972175598e+10
1.300000000000000044e+00,4.596000000000000000e+03,6.500000000000000222e-02,4.375490474192684576e-05,4.639713415338171387e-01,8.593520269873885127e+02,1.710982452232433104e+02,8.893201028939212716e-01,1.749591565728210441e+01,7.182946655049527522e-07,1.565450174421784002e+06
1.000000000000000000e+00,4.397000000000000000e+03,5.000000000000000278e-02,1.564355708214053232e-04,8.697973611528954097e-01,5.657132266918036976e+02,7.692742767811350291e+01,9.874052039741607056e-04,3.153965058321711812e+00,2.454373031700256812e-07,4.126330574915724754e+09
2.999999999999999889e-01,3.460000000000000000e+03,1.499999999999999944e-02,7.066813546840096556e-03,4.029520852868228586e-01,5.532032150301771480e+02,4.452969100543327841e+01,7.857136019999805222e-04,4.085607945011550390e-02,4.263322781818937988e-07,2.985296786956846714e+09
5.000000000000000000e-01,3.849000000000000000e+03,2.500000000000000139e-02,8.003548076988105863e-04,2.338845176599094522e+00,2.690832992939044743e+02,1.639937289990171010e+01,2.367935671836126355e-01,2.736542032627080068e-01,3.935958313984709090e-08,1.072950310657593012e+08
1.300000000000000044e-01,3.006000000000000000e+03,6.500000000000000569e-03,2.929721623418157089e-03,7.851263427887481328e+01,2.621164642134174727e+01,8.226324413373053979e-02,1.123974548489690755e-03,3.901843289287048201e-03,1.031882034630644935e-10,8.622108259797192383e+12
1.100000000000000089e+00,4.471000000000000000e+03,5.500000000000000722e-02,7.900459987978998447e-05,1.106254979280238082e+00,5.207448356576594506e+02,6.885554087425036585e+01,5.925579651439944135e-04,6.354963938924307776e+00,1.794655870062534965e-07,9.403466374720310211e+09
1.000000000000000056e-01,2.925000000000000000e+03,5.000000000000000971e-03,3.839361952298811216e-04,6.481853041845561103e-01,2.518112533015070937e+02,9.893043482819328105e+00,8.133425609428353298e-02,3.705798303461348975e-01,1.206476670363802694e-07,1.019078344233605266e+08
4.000000000000000222e-01,3.672000000000000000e+03,2.000000000000000389e-02,4.662702702628990052e-03,1.649102264759931824e+00,2.998134918139937781e+02,1.775748422483830069e+01,5.607395266042215498e-01,4.556433496629905266e-02,5.946019271220457144e-08,2.999248959876140952e+07
1.300000000000000044e-01,3.006000000000000000e+03,6.500000000000000569e-03,9.622051531149472016e-04,8.817112913204953051e-01,2.460233656314563291e+02,9.884727627022110497e+00,7.596823343777256432e-02,1.500103541505720117e-01,8.670612377761490980e-08,1.518162295137894452e+08
1.100000000000000006e-01,2.945000000000000000e+03,5.500000000000000548e-03,5.718130507027007273e-03,7.176954990588043648e-01,2.503233265806649683e+02,9.974826229621543305e+00,1.627252816369577915e-01,2.499663458409852324e-02,1.086059722009190648e-07,5.658368932016399503e+07
7.000000000000000666e-02,2.834000000000000000e+03,3.500000000000000507e-03,2.183480055021978360e-04,8.493634514168769689e-01,1.994924481708490873e+02,5.495658247779775962e+00,1.947437909297723355e-02,4.758908340557980732e-01,6.729400332236281098e-08,7.630623310167773962e+08
7.000000000000000666e-02,2.834000000000000000e+03,3.500000000000000507e-03,9.576339163002394253e-03,2.430943391379125629e+00,1.179208908645249068e+02,2.220027962058834792e+00,2.268434614210746445e-04,7.051981245698710210e-03,1.389806858167262749e-08,3.171898517748043823e+11
6.999999999999999556e-01,4.111000000000000000e+03,3.500000000000000333e-02,5.399795825617749716e-04,1.151078028274926668e+00,4.283289057311362171e+02,4.234815321126934862e+01,7.325110182626518420e-04,6.578291385617868192e-01,1.348837316946132948e-07,1.012106620508614349e+10
1.399999999999999911e+00,4.647000000000000000e+03,6.999999999999999278e-02,6.361547630146489191e-03,1.273029661004214397e+01,1.690119559292881490e+02,9.807138146191263672e+00,5.024934919895287511e-01,3.271961359800413388e-02,5.186494633096743452e-09,3.837033808035176992e+08
7.199999999999999456e-02,2.831000000000000000e+03,3.599999999999999901e-03,3.851145677874351966e-03,5.974066311354893521e+00,7.666729754339213798e+01,1.029225002452742732e+00,1.229843644353142453e-03,1.251597721909057485e-02,3.658717593756288553e-09,2.222394789121045227e+11
7.499999999999998335e-02,2.835000000000000000e+03,3.749999999999999861e-03,1.031266677662953180e-03,3.817795870668009517e+00,9.755291617847568375e+01,1.600928470824346306e+00,4.170446215449057428e-03,5.758684222766225630e-02,7.309358696642479349e-09,3.280486089661996078e+10
1.700000000000000122e-01,3.139000000000000000e+03,8.500000000000000611e-03,1.198455785495315673e-03,5.416295106449329211e+00,1.151775347613067453e+02,2.655533986656271050e+00,3.612742351138301666e-01,6.932773577457812531e-02,6.512364217652668030e-09,4.250346421748151183e+08
6.999999999999999556e-01,4.111000000000000000e+03,3.500000000000000333e-02,3.437824795574548863e-03,8.053699634309894861e+01,5.122592505321678402e+01,4.210525448221113520e-01,1.332356923654555610e-02,8.600439876213577042e-03,2.304748687598881763e-10,3.256535677763809814e+11
1.300000000000000044e-01,3.006000000000000000e+03,6.500000000000000569e-03,2.363223032375703480e-03,7.391130051399804612e-01,2.687101346278798246e+02,1.149568620382306428e+01,3.279509424401790517e-03,6.494628912710256885e-02,1.129725961381723079e-07,2.699093986801390171e+09
7.499999999999998335e-02,2.835000000000000000e+03,3.749999999999999861e-03,3.538598764558383947e-04,2.023365525055090597e+00,1.339987706087036656e+02,2.789676192756175510e+00,6.429884070258508940e-04,2.200615188622951912e-01,1.894465983410410011e-08,8.209374077654515076e+10
9.000000000000000222e-01,4.315000000000000000e+03,4.500000000000000527e-02,1.453498152137545083e-03,1.180526515081516736e+00,4.659477610179966973e+02,5.327900617348326051e+01,1.006558062313108425e-02,2.822286333979798778e-01,1.472567918760916988e-07,6.746613538148207664e+08
9.000000000000000222e-01,4.315000000000000000e+03,4.500000000000000527e-02,5.263696264378759336e-03,8.032009291262304229e-01,5.648888319966075642e+02,7.412049089254834655e+01,1.617424381315669480e-03,8.941320177508811640e-02,2.623932449566382405e-07,2.356260832602917671e+09
1.000000000000000000e+00,4.397000000000000000e+03,5.000000000000000278e-02,1.264054378137444666e-03,1.121402913677401525e+00,4.982238836338283932e+02,6.186940293311514694e+01,2.519361480551103247e-02,3.524482979959337459e-01,1.676583464990218270e-07,2.367469192601555884e+08
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,7.192032502110983980e-03,3.271979123569349390e+00,3.136251684372603563e+02,2.934800489905584797e+01,5.990415843486992520e-01,4.666985071444196970e-02,3.685042796133127162e-08,4.530023894201193005e+07
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,1.334770264154313104e-03,7.489213470138966322e+00,2.072996364385762718e+02,1.394422164287552057e+01,8.512143388730595284e-01,1.809693817729996768e-01,1.064152837359779823e-08,1.103969466500749737e+08
1.100000000000000089e+00,4.471000000000000000e+03,5.500000000000000722e-02,7.769894427610080437e-04,4.010639981269262222e+01,8.648984945655128342e+01,2.086129315203901324e+00,1.397512453345769144e-02,1.136185950910814368e-01,8.221357302567910038e-10,8.703637410257980347e+10
1.000000000000000056e-01,2.925000000000000000e+03,5.000000000000000971e-03,8.321296856162950159e-03,4.931887977289376224e+00,9.129216052625379518e+01,1.699393914450783027e+00,2.435468383937960113e-01,8.025073491120299565e-03,5.748412084593763006e-09,7.142818423743041754e+08
1.399999999999999911e+00,4.647000000000000000e+03,6.999999999999999278e-02,6.296292190220317136e-03,3.400893537991784843e+00,3.269933608042287005e+02,3.309485825324156849e+01,4.061419907417249337e-04,5.765787173022882128e-02,3.756143375850788324e-08,6.555109418990398407e+10
9.000000000000000222e-01,4.315000000000000000e+03,4.500000000000000527e-02,1.616764621950265947e-03,3.167355730487349419e+00,2.844636798113866121e+02,2.264852205866914403e+01,8.376742137111694783e-03,1.767099305424083833e-01,3.350762837126279129e-08,3.562715664081194401e+09
1.499999999999999944e-02,2.514000000000000000e+03,7.500000000000000156e-04,5.454166178462762672e-03,9.760021636824728120e+00,3.545068109485571028e+01,1.359551194717714684e-01,1.079138004023735553e-01,2.528060971598255786e-03,7.997185277472489495e-10,1.158739614883762741e+10
8.000000000000000167e-02,2.836000000000000000e+03,4.000000000000000083e-03,2.974068138691051441e-04,1.520124672557882750e+00,1.603521670611565924e+02,3.809970983766440167e+00,2.896363258311093324e-03,2.986735105999888118e-01,3.004649934460869092e-08,1.149087472247190094e+10
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,1.752703670020008050e-04,4.893970877865968738e+00,2.564399113509643939e+02,2.053431014777275365e+01,3.988775525945743297e-04,1.717593049677306860e+00,2.014495264889274102e-08,1.244497855680237579e+11
6.999999999999999556e-01,4.111000000000000000e+03,3.500000000000000333e-02,3.440708069187564319e-03,1.468509872253753512e+00,3.792201020962313578e+02,3.434464822534915385e+01,2.313701264902350908e-04,9.441810984222888392e-02,9.360550987403256272e-08,4.617334126365258026e+10
6.999999999999999556e-01,4.111000000000000000e+03,3.500000000000000333e-02,4.117359159268870568e-04,5.073941694288834015e+00,2.040128975709939994e+02,1.159643574743975591e+01,5.550916252700718867e-02,5.015516329973305210e-01,1.457466262331987563e-08,1.236052207150643110e+09
8.000000000000000444e-01,4.221000000000000000e+03,4.000000000000000777e-02,7.439094261996971255e-04,7.972823139103603296e+01,5.416085412731163018e+01,4.910259050421775240e-01,1.205484796845051818e-02,4.639902657763237542e-02,2.501465382156411407e-10,3.316223292494346924e+11
4.000000000000000222e-01,3.672000000000000000e+03,2.000000000000000389e-02,5.573459921896512480e-03,6.901267725001614117e-01,4.634580371129096079e+02,3.750739559916127064e+01,2.314244979472856144e-03,5.208350367468188302e-02,2.196364326417512311e-07,1.967371104778997183e+09
1.399999999999999911e+00,4.647000000000000000e+03,6.999999999999999278e-02,1.985953858290227889e-04,1.073790869658164837e+00,5.819363884698503853e+02,8.990334433048357710e+01,7.725101487225763397e-02,2.808999938036894406e+00,2.117152572032418163e-07,6.114256443874832243e+07
1.499999999999999944e-01,3.076000000000000000e+03,7.499999999999997988e-03,4.611594852356775548e-03,1.317180637201518856e+01,6.868758095868568603e+01,1.015832666948219831e+00,1.558809332224471433e-02,1.151302199757953809e-02,1.613040685409813292e-09,3.977055770808356476e+10
5.999999999999999778e-02,2.807000000000000000e+03,3.000000000000000062e-03,7.651878516111489462e-03,4.724155429825570573e-01,2.561616906465795864e+02,7.776264138144603599e+00,1.008004640987215190e-03,1.423021902935451589e-02,1.501955471178957382e-07,6.605115421249660492e+09
9.000000000000000222e-01,4.315000000000000000e+03,4.500000000000000527e-02,3.354101266301240565e-03,3.751391434780639855e+00,2.613840726634468865e+02,1.951159466310631885e+01,2.616824445040805136e-02,7.983628622961011501e-02,2.599563197335609736e-08,1.470026053832140684e+09
1.399999999999999911e+00,4.647000000000000000e+03,6.999999999999999278e-02,2.481430344270336812e-03,7.573793116587282936e-01,6.929128960248291378e+02,1.212413591132200423e+02,4.216957680296574973e-02,2.529274057603217440e-01,3.574057703420717449e-07,6.634973573177872598e+07
1.100000000000000006e-01,2.945000000000000000e+03,5.500000000000000548e-03,2.670549527336905406e-03,8.813781892975344201e-01,2.258865767197031573e+02,8.366707474916651677e+00,1.170850916674045714e-02,4.976019127132509656e-02,7.980325262785699566e-08,1.070231691275979638e+09
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,3.705755346475514731e-05,6.024180755935196752e-01,7.309153185892399733e+02,1.263805304049381846e+02,1.253788816489035871e-04,1.946894751830642534e+01,4.664566944577004281e-07,1.709874666909100723e+10
